Duplicate;Nucleus;Z;A;Ex [keV];T1/2;J;parity;m;error;Technique;Citation;N
1;9Li;3;9;0;178.3 ms;1.5;-;3.434;0.005;CFBLS/b-NMR;1988AR17;6
1;11Li;3;11;0;8.75 ms;1.5;-;3.668;0.003;CFBLS/b-NMR;1987AR22;8
1;7Be;4;7;0;53.2 d;1.5;-;-1.39928;0.00002;CFBLS;2008Ok01;3
1;17Ne;10;17;0;109 ms;0.5;-;0.7873;0.0014;CFBLS;2005GE06;7
1;19Ne;10;19;0;17.3 s ;0.5;+;-1.8846;0.0008;CFBLS;2005GE06;9
1;23Ne;10;23;0;37.24 s;2.5;+;-1.077;0.004;CFBLS;2005GE06;13
1;25Ne;10;25;0;0.6 s;0.5;+;-1.0062;0.0005;CFBLS;2005GE06;15
1;26Na;11;26;0;1.07 s;3;+;2.851;0.002;ABLS;1978HU12;15
1;27Na;11;27;0;0.29 s;2.5;+;3.895;0.005;ABLS;1978HU12;16
1;28Na;11;28;0;30.5 ms;1;+;2.426;0.005;ABLS;1978HU12;17
1;29Na;11;29;0;44.9 ms;1.5;+;2.449;0.008;ABLS;1978HU12;18
1;30Na;11;30;0;48 ms;2;+;2.083;0.01;ABLS;1978HU12;19
1;31Na;11;31;0;17 ms;1.5;+;2.283;0.038;ABLS;1978HU12;20
1;21Mg;12;21;0;122 ms;2.5;+;-0.983;0.007;CFBLS;2009KR05;9
1;27Mg;12;27;0;9.46 m;0.5;+;-0.4107;0.0015;CLS;2008KO05;15
1;29Mg;12;29;0;1.3 s;1.5;+;0.978;0.0006;CLS;2008KO05;17
1;31Mg;12;31;0;236 ms;0.5;+;-0.88355;0.00015;CLS;2008KO05;19
1;26Al;13;26;0;7.17 * 10^5 y;5;+;2.804;0.004;ABLS;1996CO04;13
1;33Ar;18;33;0;0.174 s;0.5;+;-0.723;0.006;CFBLS/b-NMR;1996KL04;15
1;35Ar;18;35;0;1.78 s;1.5;+;0.633;0.007;CFBLS/b-NMR;1996KL04;17
1;39Ar;18;39;0;269 y;3.5;-;-1.588;0.015;CFBLS/b-NMR;1996KL04;21
1;41Ar;18;41;0;1.82 h;3.5;-;-1.309;0.008;CFBLS;2008BL01;23
1;43Ar;18;43;0;5.37 m;2.5;-;-1.021;0.006;CFBLS;2008BL01;25
1;39K;19;39;0;Stable;1.5;+;0.39147;0.00003;ABLS;1993DU08;20
2;39K;19;39;0;Stable;1.5;+;0.3917;0.0012;CLS;2013PA11;20
1;46K;19;46;0;115 s;2;-;-1.051;0.006;ABLS;1982TO02;27
1;47K;19;47;0;17.5 s;0.5;+;1.933;0.009;ABLS;1982TO02;28
2;47K;19;47;0;17.5 s;0.5;+;1.9292;0.0001;CLS;2013PA11;28
1;49K;19;49;0;1.26 s;0.5;+;1.3386;0.0008;CLS;2013PA11;30
1;51K;19;51;0;365 ms;1.5;+;0.513;0.0022;CLS;2013PA11;32
1;41Ca;20;41;0;9.94 10^4 y ;3.5;-;-1.5942;0.0007;ABLDF;1983AR25;21
2;41Ca;20;41;0;9.94 10^4 y ;3.5;-;-1.606;0.02;ABLFS;1982AN15;21
1;45Ca;20;45;0;162.61 d;3.5;-;-1.3264;0.0013;BBCLS;2015RU02;25
2;45Ca;20;45;0;162.61 d;3.5;-;-1.316;0.016;ABLFS;1982AN15;25
1;47Ca;20;47;0;4.5 d;3.5;-;-1.4064;0.0011;BBCLS;2015RU02;27
2;47Ca;20;47;0;4.5 d;3.5;-;-1.38;0.03;ABLFS;1982AN15;27
1;47Ca;20;47;0;4.5 d;3.5;-;1.3799;0.008;BBCLS;2015RU02;27
2;49Ca;20;49;0;8.718 m;1.5;-;-1.38;0.06;CFBLS;1993VEZY;29
1;51Ca;20;51;0;10 s;1.5;-;-1.0496;0.0011;BBCLS;2015RU02;31
1;43Sc;21;43;0;3.89 h;3.5;-;4.528;0.01;CLS;2011AV01;22
1;44Sc;21;44;0;3.97 h;2;+;2.499;0.005;CLS;2011AV01;23
1;44Sc;21;44;271;58.61 h;6;+;3.833;0.012;CLS;2011AV01;23
1;45Sc;21;45;12.4;318 ms;1.5;+;0.36;0.011;CLS;2011AV01;24
1;46Sc;21;46;0;83.81 d;4;+;3.042;0.008;CLS;2011AV01;25
1;50Mn;25;50;229;1.75 m;5;+;2.76;0.01;TLS;2010CH15;25
1;51Mn;25;51;0;stable;2.5;-;3.577;0.004;BBCLS;2015BA49;26
1;53Mn;25;53;0;3.74?10^6 y;3.5;-;5.024;0.004;BBCLS;2015BA49;28
2;53Mn;25;53;0;3.74?10^6 y;3.5;-;5.035;0.001;TLS;2010CH15;28
1;54Mn;25;54;0;312 d;3;+;3.299;0.003;BBCLS;2015HE12;29
2;54Mn;25;54;0;312 d;3;+;3.306;0.001;TLS;2010CH15;29
1;56Mn;25;56;0;2.58 h;3;+;3.242;0.002;BBCLS;2015HE12;31
1;57Mn;25;57;0;85.4 s;2.5;-;3.483;0.002;BBCLS;2015BA49;32
1;58Mn;25;58;0;3 s;1;+;2.624;0.002;BBCLS;2015HE12;33
1;58Mn;25;58;72;65.4 s;4;+;3.064;0.002;BBCLS;2015HE12;33
1;59Mn;25;59;0;2.58 h;2.5;-;3.493;0.002;BBCLS;2015BA49;34
1;60Mn;25;60;0;0.28 s;1;+;2.489;0.007;BBCLS;2015HE28;35
1;60Mn;25;60;271;1.77 s;4;+;3.402;0.002;BBCLS;2015HE28;35
1;61Mn;25;61;0;0.67 s;2.5;-;3.534;0.001;BBCLS;2015BA49;36
1;62Mn;25;62;0;92 ms;1;+;2.385;0.007;BBCLS;2015HE28;37
1;62Mn;25;62;0;671 ms;4;+;3.172;0.003;BBCLS;2015HE28;37
1;63Mn;25;63;0;275 ms;2.5;-;3.435;0.004;BBCLS;2015BA49;38
1;64Mn;25;64;0;90 ms;3;+;2.086;0.003;BBCLS;2015HE28;39
1;58Cu;29;58;0;3.2 s;1;+;0.57;0.002;CLS;2011VI03;29
1;59Cu;29;59;0;81.5 s;1.5;-;1.891;0.0009;CLS;2011VI03;30
1;60Cu;29;60;0;23.4 m;2;+;1.2186;0.0005;CLS;2011VI03;31
1;61Cu;29;61;0;3.41 h;1.5;-;2.1083;0.0005;CLS;2011VI03;32
2;61Cu;29;61;0;3.41 h;1.5;-;2.1089;0.0011;CLS;2010VI07;32
1;62Cu;29;62;0;9.73 m;1;+;-0.3796;0.0004;CLS;2011VI03;33
2;62Cu;29;62;0;9.73 m;1;+;?0.3809;0.0012;CLS;2010VI07;33
1;63Cu;29;63;0;stable;1.5;-;2.2236;0.0004;CLS;2010VI07;34
1;64Cu;29;64;0;12.7 h;1;+;-0.2164;0.0004;CLS;2010VI07;35
1;66Cu;29;66;0;5.1 m;1;+;-0.2823;0.0008;CLS;2010VI07;37
1;67Cu;29;67;0;61.83 h;1.5;-;2.5142;0.0006;CLS;2010VI07;38
1;68Cu;29;68;0;31.1 s;1;+;2.3933;0.0006;CLS;2010VI07;39
2;68Cu;29;68;0;31.1 s;1;+;2.55;0.21;LRIS;2004GH13;39
1;68Cu;29;68;722;3.75 m;6;-;1.1548;0.0006;CLS;2010VI07;39
2;68Cu;29;68;722;3.75 m;6;-;1.26;0.55;LRIS;2004GH13;39
1;69Cu;29;69;0;2.85 m;1.5;-;2.8383;0.001;CLS;2010VI07;40
1;70Cu;29;70;0;44.5 s;6;-;1.3666;0.0005;CLS;2010VI07;41
2;70Cu;29;70;0;44.5 s;6;-;1.58;0.58;LRIS;2004GH13;41
1;70Cu;29;70;101;33 s;3;-;-3.3641;0.0015;CLS;2010VI07;41
2;70Cu;29;70;101;33 s;3;-;-3.54;0.35;LRIS;2004GH13;41
1;70Cu;29;70;243;6.6 s;1;+;1.7779;0.0015;CLS;2010VI07;41
2;70Cu;29;70;243;6.6 s;1;+;1.89;0.15;LRIS;2004GH13;41
1;71Cu;29;71;0;19.4 s;1.5;-;2.2747;0.0008;CLS;2010VI07;42
1;72Cu;29;72;0;6.63 s;2;-;-1.3472;0.001;CLS;2010VI07;43
1;73Cu;29;73;0;4.2 s;1.5;-;1.7426;0.0008;CLS;2010VI07;44
1;74Cu;29;74;0;1.6 s;2;-;-1.068;0.003;CLS;2010VI07;45
1;75Cu;29;75;0;1.22 s;2.5;-;1.0062;0.0013;CLS;2010VI07;46
1;79Zn;30;79;0;0.746 s;4.5;+;-1.1866;0.001;CLS;2016YA02;49
1;79Zn;30;79;1100;200 ms;0.5;+;-1.018;0.0012;CLS;2016YA02;49
1;63Ga;31;63;0;32.4 s;1.5;-;1.469;0.005;CLS;2012PR11;32
1;63Ga;31;63;75;25 ns;2.5;-;1.652;0.006;CLS;2012PR11;32
1;67Ga;31;67;0;78.3 h;1.5;-;1.848;0.005;CLS;2010CH16;36
1;69Ga;31;69;0;stable;1.5;-;2.018;0.004;CLS;2010CH16;38
1;70Ga;31;70;0;21.1 m;1;+;0.571;0.002;CLS;2012PR11;39
1;72Ga;31;72;0;14.1 h;3;-;-0.134;0.004;LRS;2011MA45;41
1;73Ga;31;73;0;4.86 h;1.5;-;0.209;0.002;CLS;2010CH16;42
1;74Ga;31;74;0;8.12 m;3;-;0;0.075;LRS;2011MA45;43
1;75Ga;31;75;0;126 s;1.5;-;1.836;0.004;CLS;2010CH16;44
1;76Ga;31;76;0;32.6 s;2;+;-0.946;0.004;LRS;2011MA45;45
1;77Ga;31;77;0;13.2 s;1.5;-;2.02;0.003;CLS;2010CH16;46
1;78Ga;31;78;0;5.1 s;2;+;-1.215;0.005;LRS;2011MA45;47
1;79Ga;31;79;0;2.85 s;1.5;-;1.047;0.003;CLS;2010CH16;48
1;80Ga;31;80;0;1.9 s;6;-;0.036;0.004;CLS;2010CH50;49
1;80Ga;31;80;22.4;1.3 s;3;-;-1.425;0.005;CLS;2010CH50;49
1;81Ga;31;81;0;1.22 s;2.5;-;1.747;0.005;CLS;2010CH16;50
1;75Kr;36;75;0;4.3 m;2.5;+;-0.531;0.004;CFBLS;1995KE04;39
1;77Kr;36;77;0;74.4 m;2.5;+;-0.583;0.003;CFBLS;1995KE04;41
1;79Kr;36;79;0;35.04 h;0.5;-;0.536;0.002;CFBLS;1995KE04;43
1;79Kr;36;79;130;50 s;3.5;+;-0.786;0.002;CFBLS;1995KE04;43
1;81Kr;36;81;0;2.29?10^5 y;3.5;+;0.908;0.002;CFBLS;1995KE04;45
1;81Kr;36;81;191;13.1 s;0.5;-;0.586;0.002;CFBLS;1995KE04;45
1;83Kr;36;83;0;stable;4.5;+;0.970669;0.000003;CFBLS;1995KE04;47
1;83Kr;36;83;42;1.83 h;0.5;-;0.591;0.002;CFBLS;1995KE04;47
1;85Kr;36;85;0;10.76 y;4.5;+;-1.005;0.002;CFBLS;1995KE04;49
1;85Kr;36;85;305;4.48 h;0.5;-;0.633;0.002;CFBLS;1995KE04;49
1;87Kr;36;87;0;76.3 m;2.5;+;-1.023;0.002;CFBLS;1995KE04;51
1;89Kr;36;89;0;3.15 m;1.5;+;-0.33;0.003;CFBLS;1995KE04;53
1;91Kr;36;91;0;8.57 s;2.5;+;-0.583;0.002;CFBLS;1995KE04;55
1;93Kr;36;93;0;1.286 s;0.5;+;-0.413;0.002;CFBLS;1995KE04;57
1;95Kr;36;95;0;0.78 s;0.5;+;-0.41;0.003;CFBLS;1995KE04;59
1;76Rb;37;76;0;39 s;1;-;-0.372623;0.0000014;ABLS;1986DU16;39
2;76Rb;37;76;0;39 s;1;-;-0.376;0.009;ABLS;1981TH04;39
1;77Rb;37;77;0;3.8 m;1.5;-;0.654468;0.0000016;ABLS;1986DU16;40
2;77Rb;37;77;0;3.8 m;1.5;-;0.6568;0.0041;ABLS;1981TH04;40
1;78Rb;37;78;103;6.3 m;4;-;2.5485;0.0021;ABLS;1981TH04;41
1;79Rb;37;79;0;23 m;2.5;+;3.3579;0.0012;ABLS;1981TH04;42
1;80Rb;37;80;0;33.4 s;1;+;-0.0833;0.0017;ABLS;1981TH04;43
1;81Rb;37;81;0;4.58 h;1.5;-;2.0595;0.0014;ABLS;1981TH04;44
1;81Rb;37;81;86;30.5 m;4.5;+;5.598;0.0017;ABLS;1981TH04;44
1;82Rb;37;82;0;1.25 m;1;+;0.554508;0.0000011;ABLS;1986DU16;45
2;82Rb;37;82;0;1.25 m;1;+;0.5536;0.0054;ABLS;1981TH04;45
1;82Rb;37;82;69;6.472 h;5;-;1.5133;0.0024;ABLS;1981TH04;45
1;83Rb;37;83;0;86.2 d;2.5;-;1.4249;0.0008;ABLS;1981TH04;46
1;84Rb;37;84;0;33 d;2;-;-1.3246;0.0016;ABLS;1981TH04;47
1;84Rb;37;84;464;20.26 m;6;-;0.22;0.015;ABLS;1981TH04;47
1;85Rb;37;85;0;stable ;2.5;-;1.35298;0.0001;ABLS;1993DU08;48
2;85Rb;37;85;0;stable ;2.5;-;1.357;0.001;ABLS;1981TH04;48
1;86Rb;37;86;0;18.65 d;2;-;-1.6977;0.0016;ABLS;1981TH04;49
1;86Rb;37;86;556;1.017 m;6;-;1.815;0.001;ABLS;1981TH04;49
1;87Rb;37;87;0;4.9 10^10 y;1.5;-;2.75131;0.00012;ABLS;1993DU08;50
2;87Rb;37;87;0;4.9 10^10 y;1.5;-;2.7506;0.001;ABLS;1981TH04;50
1;88Rb;37;88;0;17.7 m;2;-;0.5117;0.0026;ABLS;1981TH04;51
1;89Rb;37;89;0;15.2 m;1.5;-;2.3836;0.0007;ABLS;1981TH04;52
2;89Rb;37;89;0;15.2 m;1.5;-;2.377;0.005;CFBLS;1979KL03;52
1;90Rb;37;90;107;4.26 m;3;-;1.61598;0.00064;ABLS;1981TH04;53
1;91Rb;37;91;0;58 s;1.5;-;2.1815;0.0015;ABLS;1981TH04;54
2;91Rb;37;91;0;58 s;1.5;-;2.177;0.005;CFBLS;1979KL03;54
1;93Rb;37;93;0;5.85 s;2.5;-;1.4095;0.0016;ABLS;1981TH04;56
2;93Rb;37;93;0;5.85 s;2.5;-;1.4;0.006;CFBLS;1979KL03;56
1;94Rb;37;94;0;2.73 s;3;-;1.4984;0.0016;ABLS;1981TH04;57
1;95Rb;37;95;0;0.38 s;2.5;-;1.3336;0.0034;ABLS;1981TH04;58
1;96Rb;37;96;0;0.20 s;2;+;1.4658;0.0017;ABLS;1981TH04;59
1;97Rb;37;97;0;0.17 s;1.5;-;1.841;0.0021;ABLS;1981TH04;60
1;77Sr;38;77;0;9 s;2.5;+;-0.348;0.004;CFBLS;1992LI11;39
1;79Sr;38;79;0;2.25 m;1.5;-;0.474;0.004;CFBLS;1990BU12;41
1;81Sr;38;81;0;22.3 m;0.5;-;0.543;0.004;CFBLS;1990BU12;43
2;81Sr;38;81;0;22.3 m;0.5;-;0.541;0.005;ABLFS;1987AN02;43
1;83Sr;38;83;0;32.4 h;3.5;+;-0.829;0.002;CFBLS;1990BU12;45
2;83Sr;38;83;0;32.4 h;3.5;+;-0.8298;0.0007;ABLFS;1987AN02;45
1;83Sr;38;83;259;4.95 s;0.5;-;0.581;0.004;CFBLS;1990BU12;45
1;85Sr;38;85;0;64.8 d;4.5;+;-1;0.002;CFBLS;1990BU12;47
2;85Sr;38;85;0;64.8 d;4.5;+;-0.9994;0.0007;ABLFS;1987AN02;47
1;85Sr;38;85;239;67.63 m;0.5;-;0.6;0.004;CFBLS;1990BU12;47
2;85Sr;38;85;239;67.63 m;0.5;-;0.599;0.002;ABLFS;1987AN02;47
1;87Sr;38;87;388;2.8 h;0.5;-;0.624;0.004;CFBLS;1990BU12;49
2;87Sr;38;87;388;2.8 h;0.5;-;0.788;0.009;ABLFS;1987AN02;49
1;89Sr;38;89;0;50.5 d;2.5;+;-1.147;0.002;CFBLS;1990BU12;51
2;89Sr;38;89;0;50.5 d;2.5;+;-1.147;0.002;ABLFS;1987AN02;51
1;91Sr;38;91;0;9.5 h;2.5;+;-0.885;0.002;CFBLS;1990BU12;53
1;93Sr;38;93;0;7.4 m;2.5;+;-0.793;0.002;CFBLS;1990BU12;55
1;95Sr;38;95;0;10.3 m;0.5;-;-0.537;0.002;CFBLS;1990BU12;57
1;97Sr;38;97;0;0.4 s;0.5;-;-0.498;0.002;CFBLS;1990BU12;59
1;99Sr;38;99;0;0.269 s;1.5;+;-0.261;0.005;CFBLS;1991LI05;61
1;87Y;39;87;0;79.8 h;0.5;-;-0.19;0.02;CLS;2007CH07;48
1;87Y;39;87;381;13.4 h;4.5;+;6.24;0.02;CLS;2007CH07;48
1;88Y;39;88;0;106.6 d;4;-;-0.42;0.01;CLS;2007CH07;49
1;88Y;39;88;674;14 ms;8;+;4.88;0.03;CLS;2007CH07;49
1;89Y;39;89;909;16.1 s;4.5;+;6.37;0.04;CLS;2007CH07;50
1;90Y;39;90;0;64 h;2;-;-1.64;0.01;CLS;2007CH07;51
1;90Y;39;90;682;3.19 h;7;+;5.28;0.03;CLS;2007CH07;51
1;92Y;39;92;0;3.54 h;2;-;-0.67;0.02;CLS;2007CH07;53
1;93Y;39;93;0;10.2 h;0.5;-;-0.12;0.03;CLS;2007CH07;54
1;93Y;39;93;759;0.2 s;4.5;+;6.04;0.03;CLS;2007CH07;54
1;94Y;39;94;0;18.7 m;2;-;-0.24;0.02;CLS;2007CH07;55
1;95Y;39;95;0;10.3 m;0.5;-;-0.16;0.03;CLS;2007CH07;56
1;96Y;39;96;1140;9.6 s;8;+;6.57;0.03;CLS;2007CH07;57
1;97Y;39;97;0;3.75 s;0.5;-;-0.12;0.01;CLS;2007CH07;58
1;97Y;39;97;668;1.17 s;4.5;+;5.88;0.02;CLS;2007CH07;58
1;97Y;39;97;3523;142 ms;13.5;-;5.64;0.03;CLS;2007CH07;58
1;98Y;39;98;410;2 s;4;;2.98;0.02;CLS;2007CH07;59
1;99Y;39;99;0;1.47 s;2.5;+;3.18;0.02;CLS;2007CH07;60
1;101Y;39;101;0;0.45 s;2.5;+;3.22;0.02;CLS;2007CH07;62
1;102Y;39;102;0;0.3 s;2;;2.34;0.05;CLS;2007CH07;63
1;87Zr;40;87;0;1.68 h;4.5;+;-0.895;0.005;CLS;2003TH03;47
1;87Zr;40;87;336;14 s;0.5;-;0.642;0.014;CLS;2003TH03;47
1;89Zr;40;89;0;78.4 h;4.5;+;-1.046;0.006;CLS;2003TH03;49
1;89Zr;40;89;588;4.1 m;0.5;-;0.795;0.015;CLS;2003TH03;49
1;97Zr;40;97;0;16.8 h;0.5;+;-0.937;0.005;CLS;2003TH03;57
1;99Zr;40;99;0;2.2 s;0.5;+;-0.93;0.004;CLS;2003TH03;59
1;101Zr;40;101;0;2.4 s;1.5;+;-0.272;0.008;CLS;2003TH03;61
1;90Nb;41;90;0;14.6 h;8;+;4.952;0.004;CLS;2009CH25;49
1;90Nb;41;90;125;18.81 s;4;-;-0.018;0.009;CLS;2009CH25;49
1;91Nb;41;91;0;680 y;4.5;+;6.521;0.002;CLS;2009CH25;50
1;91Nb;41;91;104;61 d;0.5;-;-0.101;0.002;CLS;2009CH25;50
1;92Nb;41;92;0;3.47E+07;7;+;5.136;0.004;CLS;2009CH25;51
1;93Nb;41;93;0;stable;4.5;+;6.1705;0.0003;CLS;2009CH25;52
1;99Nb;41;99;0;15 s;4.5;+;5.97;0.03;CLS;2009CH25;58
1;101Nb;41;101;0;7.1 s;2.5;+;3.19;0.002;CLS;2009CH25;60
1;103Nb;41;103;0;1.5 s;2.5;+;3.137;0.004;CLS;2009CH25;62
1;91Mo;42;91;0;15.5 m;4.5;+;-0.932;0.003;TLS;2009CH09;49
1;103Mo;42;103;0;67.5 s;1.5;+;-0.27;0.02;TLS;2009CH09;61
1;105Mo;42;105;0;35.6 s;2.5;-;-0.55;0.02;TLS;2009CH09;63
1;101Ag;47;101;0;11.4 m;4.5;+;5.627;0.011;CLS;1989DI12;54
1;103Ag;47;103;0;1.1 h;3.5;+;4.432;0.002;CLS;1989DI12;56
1;104Ag;47;104;0;69 m;5;+;3.919;0.003;CLS;1989DI12;57
1;105Ag;47;105;25;7.2 m;3.5;+;4.414;0.013;CLS;1989DI12;58
1;103Cd;48;103;0;7.3 m;2.5;+;-0.81;0.03;CLS;1987BU01;55
1;105Cd;48;105;0;55.5 m;2.5;+;-0.7393;0.0002;CLS;1987BU01;57
1;107Cd;48;107;0;6.5 h;2.5;+;-0.615055;0.000001;CLS;1987BU01;59
2;107Cd;48;107;0;6.5 h;2.5;+;-0.6151;0.0002;CLS;2013YO02;59
1;109Cd;48;109;0;461 d;2.5;+;-0.827846;0.000002;CLS;1987BU01;61
1;111Cd;48;111;396;48.6 m;5.5;-;-1.1052;0.0003;CLS;2013YO02;63
1;113Cd;48;113;0;8.00?1015 y;0.5;+;-0.6224;0.0002;CLS;2013YO02;65
1;113Cd;48;113;264;14.1 y;5.5;-;-1.0883;0.0003;CLS;2013YO02;65
1;115Cd;48;115;0;53.46 h;0.5;+;-0.6483;0.0002;CLS;2013YO02;67
1;117Cd;48;117;0;2.49 h;0.5;+;-0.7436;0.0002;CLS;2013YO02;69
1;117Cd;48;117;136;3.36 h;5.5;-;-0.9975;0.0004;CLS;2013YO02;69
1;119Cd;48;119;0;2.69 m;0.5;+;-0.9201;0.0002;CLS;2013YO02;71
1;119Cd;48;119;147;2.2 m;5.5;-;-0.9642;0.0003;CLS;2013YO02;71
1;121Cd;48;121;0;13.5 s;1.5;+;0.6269;0.0007;CLS;2013YO02;73
1;121Cd;48;121;215;8.3 s;5.5;-;-1.01;0.0004;CLS;2013YO02;73
1;123Cd;48;123;0;2.1 s;1.5;+;0.7896;0.0006;CLS;2013YO02;75
1;123Cd;48;123;317;1.82 s;5.5;-;-1.0015;0.0003;CLS;2013YO02;75
1;125Cd;48;125;0;0.68 s;1.5;+;0.8603;0.0006;CLS;2013YO02;77
1;125Cd;48;125;0.01;0.48 s;5.5;-;-0.9347;0.0002;CLS;2013YO02;77
1;127Cd;48;127;0;0.37 s;1.5;+;0.8783;0.0007;CLS;2013YO02;79
1;127Cd;48;127;0.01;-;5.5;-;-0.8702;0.0003;CLS;2013YO02;79
1;129Cd;48;129;0;146 ms;1.5;+;0.8481;0.0008;CLS;2013YO02;81
1;129Cd;48;129;0.01;154 ms;5.5;-;-0.7063;0.0005;CLS;2013YO02;81
1;104In;49;104;0;1.7 m;5;+;4.435;0.022;CFBLS;1987EB02;55
1;112In;49;112;157;20.9 m;4;+;5.227;0.004;CFBLS;1987EB02;63
1;116In;49;116;127;54.2 m;5;+;4.235;0.015;CFBLS;1987EB02;67
1;118In;49;118;60;4.45 m;5;+;4.231;0.009;CFBLS;1987EB02;69
1;118In;49;118;200;8.5 s;8;-;3.321;0.011;CFBLS;1987EB02;69
1;119In;49;119;0;2.4 m;4.5;+;5.515;0.01;CFBLS;1987EB02;70
1;119In;49;119;315;18 m;0.5;-;-0.319;0.005;CFBLS;1987EB02;70
1;120In;49;120;0;47.3 s;8;-;4.295;0.005;CFBLS;1987EB02;71
1;120In;49;120;70;46.2 s;5;+;3.692;0.004;CFBLS;1987EB02;71
1;121In;49;121;0;23.1 s;4.5;+;5.502;0.005;CFBLS;1987EB02;72
1;121In;49;121;314;3.8 m;0.5;-;-0.355;0.004;CFBLS;1987EB02;72
1;122In;49;122;40;10.3 s;5;+;4.318;0.005;CFBLS;1987EB02;73
1;122In;49;122;290;10.8 s;8;-;3.781;0.006;CFBLS;1987EB02;73
1;123In;49;123;0;6.68 s;4.5;+;5.491;0.007;CFBLS;1987EB02;74
1;123In;49;123;327;45.9 s;0.5;-;-0.4;0.004;CFBLS;1987EB02;74
1;124In;49;124;0;3.09 s;3;+;4.043;0.011;CFBLS;1987EB02;75
1;124In;49;124;50;3.7 s;8;-;3.888;0.009;CFBLS;1987EB02;75
1;125In;49;125;0;2.5 s;4.5;+;5.502;0.009;CFBLS;1987EB02;76
1;125In;49;125;360;12.2 s;0.5;-;-0.433;0.004;CFBLS;1987EB02;76
1;126In;49;126;0;1.53 s;3;+;4.034;0.011;CFBLS;1987EB02;77
1;126In;49;126;102;1.64 s;8;-;4.061;0.004;CFBLS;1987EB02;77
1;127In;49;127;0;1.22 s;4.5;+;5.522;0.008;CFBLS;1987EB02;78
1;109Sn;50;109;0;18 m;2.5;+;-1.079;0.006;CFBLS;1987EB01;59
1;109Sn;50;109;14;-;3.5;+;1.086;0.005;CFBLS;1987EB01;59
1;111Sn;50;111;0;35 m;3.5;+;0.608;0.004;CFBLS;1987EB01;61
2;111Sn;50;111;0;35 m;3.5;+;0.617;0.008;ABLFS;1986AN24;61
1;113Sn;50;113;0;115 d;0.5;+;-0.8791;0.0006;ABLFS;1986AN24;63
1;117Sn;50;117;315;13.6 d;5.5;-;-1.3955;0.001;ABLFS;1986AN24;67
1;121Sn;50;121;0;27.1 h;1.5;+;0.6978;0.001;ABLFS;1986AN24;71
1;121Sn;50;121;6.3;55 y;5.5;-;-1.3877;0.0009;ABLFS;1986AN24;71
1;123Sn;50;123;0;129 d;5.5;-;-1.37;0.0009;ABLFS;1986AN24;73
1;125Sn;50;125;0;9.62 d;5.5;-;-1.348;0.002;ABLFS;1986AN24;75
2;125Sn;50;125;0;9.62 d;5.5;-;-1.348;0.006;ABLFS;2005LE34;75
1;125Sn;50;125;28;9.5 m;1.5;+;0.764;0.003;ABLFS;2005LE34;75
1;127Sn;50;127;0;2.1 h;5.5;-;-1.329;0.007;ABLFS;2005LE34;77
1;127Sn;50;127;5;4.13 m;1.5;+;0.757;0.004;ABLFS;2005LE34;77
1;129Sn;50;129;0;2.23 m;1.5;+;0.754;0.006;ABLFS;2005LE34;79
1;129Sn;50;129;35;6.9 m;5.5;-;-1.297;0.005;ABLFS;2005LE34;79
1;130Sn;50;130;1947;1.7 m;7;-;-0.381;0.003;ABLFS;2005LE34;80
1;131Sn;50;131;0;56 s;1.5;+;0.747;0.004;ABLFS;2005LE34;81
1;131Sn;50;131;242;58.4 s;5.5;-;-1.276;0.005;ABLFS;2005LE34;81
1;125Te;52;125;145;57.4 d;5.5;-;-0.98;0.16;ABLFS;2005LE34;73
1;127Te;52;127;88;106.1 d;5.5;-;-1.05;0.12;ABLFS;2005LE34;75
1;129Te;52;129;106;33.5 d;5.5;-;-1.1;0.03;CLS;2006SI40;77
1;131Te;52;131;182;30 h;5.5;-;-1.2;0.14;CLS;2006SI40;79
1;133Te;52;133;0;12.5 m;1.5;+;0.85;0.02;CLS;2006SI40;81
1;133Te;52;133;334;55.4 m;5.5;-;-1.15;0.09;CLS;2006SI40;81
1;135Te;52;135;0;19 s;3.5;-;-0.69;0.05;CLS;2006SI40;83
1;117Xe;54;117;0;1.02 m;2.5;+;-0.5938;0.0015;CFBLS;1990NEZY;63
1;119Xe;54;119;0;5.8 m;2.5;+;-0.6542;0.0015;CFBLS;1990NEZY;65
1;121Xe;54;121;0;39 m;2.5;+;-0.701;0.003;CFBLS;1990NEZY;67
1;123Xe;54;123;0;2.00 h;0.5;+;-0.15;0.003;CFBLS;1990NEZY;69
1;125Xe;54;125;0;17.1 h;0.5;+;-0.269;0.003;CFBLS;1990NEZY;71
1;125Xe;54;125;253;57 s;4.5;-;-0.7453;0.0008;CFBLS;1990NEZY;71
1;127Xe;54;127;0;36.4 d;0.5;+;-0.5033;0.0011;CFBLS;1990NEZY;73
2;127Xe;54;127;0;36.4 d;0.5;+;-0.5039;0.0002;LRS;1989RA17;73
1;127Xe;54;127;297;1.15 m;4.5;-;-0.8844;0.001;CFBLS;1990NEZY;73
1;129Xe;54;129;236;8.89 d;5.5;-;-0.8906;0.0012;CFBLS;1990NEZY;75
1;131Xe;54;131;0;stable;1.5;+;0.6915;0.0002;CFBLS;1990NEZY;77
1;131Xe;54;131;164;11.8 d;5.5;-;-0.994;0.002;CFBLS;1990NEZY;77
1;133Xe;54;133;0;5.24 d;1.5;+;0.8129;0.0005;CFBLS;1990NEZY;79
